0.0175677 26.3431
0.0237963789 28.0176
0.0260224232 28.5532
0.0276857632 28.8983
0.028981045 29.1687
0.0304178876 29.4045
0.0316069988 29.6425
0.0326226979 29.8502
0.0335393044 30.0018
0.0346824082 30.147
0.0358962925 30.3385
0.0370712476 30.5742
0.0377967469 30.7024
0.0390495605 30.8856
0.0397078184 30.9572
0.0406244249 31.0841
0.0418701604 31.2613
0.0424611769 31.3495
0.0432326836 31.4498
0.0444005606 31.6524
0.0452074574 31.7791
0.0460780567 31.8798
0.0468566413 31.9814
0.04780156 32.113
0.0485801447 32.2578
0.0492384026 32.3292
0.0506823233 32.5154
0.0515246104 32.6414
0.0525190753 32.7558
0.0539877691 32.9382
0.0549256098 33.0447
0.0558988406 33.1824
0.056458006 33.246
0.057629422 33.387
0.0584717091 33.5239
0.0588256112 33.5553
0.060127971 33.7177
0.0609030167 33.8029
0.0618019281 33.9314
0.0630335075 34.0629
0.0633307852 34.0995
0.0648844156 34.2235
0.0657585538 34.355
0.0665973019 34.4543
0.0675103693 34.5239
0.0684411319 34.6402
0.0688587364 34.6748
0.0701292451 34.8333
0.0705787008 34.8753
0.0714139098 34.9682
0.0726914964 35.077
0.0728082841 35.0824
0.0745388655 35.2658
0.0756996645 35.3701
0.0761951275 35.3864
0.0771612803 35.5084
0.0780354185 35.5971
0.0787963081 35.6688
0.0795961269 35.7364
0.0807073796 35.8142
0.0816027519 35.9162
0.082452117 36.0277
0.082452117 36.0277
0.0848834246 36.2174
0.0855416826 36.293
0.0865821548 36.3911
0.0875376906 36.4634
0.0881216291 36.5276
0.0889993064 36.5776
0.0902450418 36.7095
0.0908077462 36.7715
0.0932107416 36.9953
0.0931753514 37.0066
0.0943538455 37.1048
0.0949059328 37.1531
0.0967497629 37.2758
0.100359565 37.5791
0.104068459 37.8213
0.107494231 38.1501
0.111606574 38.4189
0.115665831 38.7044
0.12004714 39.0211
0.126958848 39.4724
0.130080265 39.7303
0.136546057 40.1216
0.14134497 40.4108
0.149113121 40.8738
0.156031908 41.2625
0.162310132 41.6296
0.173603148 42.1866
0.182245438 42.6587
0.196256423 43.2452
0.202541725 43.593
0.219787376 44.31
0.240108436 45.0335
0.253712433 45.5611
0.273764528 46.2269
0.298304101 46.929
0.324404383 47.5157
0.348632522 48.2147
0.356365284 48.3919
