0.0204343 25.869
0.0292889399 27.6012
0.0325625345 28.0945
0.0354999221 28.5202
0.0373897595 28.8014
0.0391238799 29.0827
0.0409818661 29.3021
0.0430238813 29.5476
0.0445244263 29.7095
0.0462620858 29.9355
0.0476706162 30.0916
0.0488314152 30.2472
0.0506858623 30.4234
0.0520766977 30.5586
0.0535630866 30.7885
0.0551591852 30.931
0.0564473889 31.0392
0.0579479339 31.1855
0.0597316006 31.3466
0.0608782435 31.4521
0.0621133619 31.579
0.0629450319 31.6797
0.06461545 31.8507
0.0653657225 31.9577
0.0667140896 32.1058
0.0681721663 32.2238
0.06895429 32.3462
0.0703592814 32.4699
0.0718138192 32.6128
0.0731657253 32.767
0.0749670871 32.9006
0.0753740745 32.9613
0.0765242565 33.0524
0.0782477598 33.2193
0.079451027 33.3231
0.0799146388 33.4149
0.0810471256 33.5192
0.0824238049 33.643
0.0837544769 33.7703
0.0845153664 33.8497
0.0854992143 33.9264
0.0868475814 34.0516
0.0883799776 34.189
0.0893248963 34.293
0.0904892343 34.3615
0.0923295253 34.5222
0.0927931371 34.5606
0.0946440452 34.7128
0.0948174573 34.7446
0.0963427754 34.8451
0.0986714514 35.0123
0.0986608344 35.0479
0.0989616512 35.0853
0.100724084 35.2282
0.10080902 35.2484
0.102932433 35.3676
0.103633159 35.4627
0.104949675 35.5745
0.105576082 35.6622
0.107140329 35.7452
0.107971999 35.8054
0.108941691 35.8896
0.110226356 35.9975
0.110470548 36.0114
0.113269914 36.1891
0.113301765 36.2135
0.116624906 36.356
0.116002038 36.4107
0.118005125 36.5481
0.119049136 36.6505
0.11936057 36.6856
0.121027449 36.7552
0.122503221 36.8735
0.122503221 36.8735
0.12467618 37.0912
0.125316742 37.1432
0.129800682 37.3943
0.134174913 37.7231
0.136213389 38.0546
0.141015841 38.3423
0.144572557 38.5832
0.150100508 38.8824
0.15678218 39.312
0.163700967 39.6271
0.168552965 39.9669
0.176218485 40.3195
0.185957871 40.7912
0.190675387 41.1161
0.205061508 41.7354
0.189298708 41.9602
0.193803882 42.3078
0.2092871 42.861
0.219759063 43.4229
0.239591739 44.0872
0.245933665 44.3756
0.273368157 45.0852
0.296262086 45.9008
0.310849931 46.3688
0.35685013 47.2212
0.381032262 47.9519
0.493010433 48.1077
