0.0172315 26.2774
0.0232018233 27.9317
0.0255234212 28.4831
0.0270381223 28.8075
0.0282803188 29.0951
0.0295685225 29.3074
0.030980592 29.5547
0.0318582693 29.7634
0.0327288685 29.9165
0.0338648943 30.0823
0.0350433884 30.2863
0.0362855849 30.503
0.0369579989 30.6319
0.0381294149 30.8152
0.0388336802 30.8962
0.0396511941 31.0449
0.0407589077 31.2062
0.0413499243 31.3024
0.0420718846 31.3976
0.0432822299 31.59
0.0440077292 31.7145
0.0448641724 31.8292
0.045628601 31.925
0.0465345904 32.0478
0.0471220679 32.1738
0.0481837743 32.2763
0.0492171685 32.4354
0.0503531943 32.5711
0.0512450277 32.692
0.0526181679 32.8857
0.0533967526 32.9945
0.0543168981 33.1019
0.0549362268 33.1867
0.0559802381 33.3103
0.0567128155 33.451
0.057289676 33.4821
0.0585531066 33.6572
0.059129967 33.7395
0.0601881344 33.8823
0.0614480259 34.0155
0.0617311476 34.0298
0.0630759757 34.1502
0.0640775187 34.3053
0.0648950326 34.3914
0.0655568296 34.4449
0.0665371385 34.5695
0.0669441259 34.5911
0.0683349613 34.7748
0.0689755241 34.823
0.0695736187 34.9038
0.070614091 35.012
0.0707061055 35.0229
0.07228097 35.1839
0.0735585566 35.2954
0.0737567418 35.3047
0.0747689019 35.4323
0.0756076499 35.5074
0.0765136394 35.5931
0.0775257995 35.6661
0.0783468524 35.7504
0.0789767982 35.8356
0.0801588313 35.9681
0.0801588313 35.9681
0.0823990317 36.1363
0.0828414094 36.1981
0.0838181792 36.3067
0.0848020272 36.3818
0.0855947679 36.4592
0.0862353308 36.4965
0.0876509393 36.6376
0.0881640973 36.6968
0.0905210855 36.9292
0.0907298877 36.9469
0.0919119208 37.042
0.0925666398 37.0877
0.0946475843 37.2217
0.0974115599 37.4959
0.100490508 37.7288
0.104818731 38.0709
0.108962925 38.3755
0.112441783 38.6267
0.117421186 38.9717
0.122920825 39.3765
0.126923458 39.6707
0.132684985 40.0433
0.138106765 40.335
0.145354681 40.7909
0.152287623 41.191
0.158360584 41.5504
0.16954743 42.129
0.178462224 42.5945
0.190965587 43.1391
0.199841452 43.5558
0.215115868 44.2501
0.235776674 45.0069
0.249246188 45.522
0.26652369 46.1583
0.289909543 46.8542
0.312789315 47.4438
0.340368908 48.1521
0.350002123 48.3369
